,EILName,Latitude,Longitude,Address,Zipcode,"School, District",DistrictName,CumulativeEnrollment,Median family income (dollars),Mean family income (dollars),"Health insurance coverage, % of civilian pop",No health insurance for civilian pop,No health insurance coverage %,Worked at home,Population 16+,Children of the household 6-17,"Households with income $0-34,999","Households with income $35,000-99,999","Households with income $100,000+",Percent Increase,Absolute Increase Standardized,predictions
183,Elementary,32.643984,-117.14542,"1350 Leyte Road,Coronado,CA,92118",92118,"Silver Strand Elementary, Coronado Unified",Coronado Unified,369.0,121710.0,166867.0,97.3,523.0,2.7,2187.0,18864.0,2898.0,1444.0,2821.0,4221.0,21.36,0.001166242578456319,0
184,Intermediate/Middle/Junior High,32.69378,-117.17956,"550 F Avenue,Coronado,CA,92118",92118,"Coronado Middle, Coronado Unified",Coronado Unified,764.0,121710.0,166867.0,97.3,523.0,2.7,2187.0,18864.0,2898.0,1444.0,2821.0,4221.0,21.36,0.001166242578456319,2
185,Elementary,32.954011,-117.19998,"5333 Old Carmel Valley Road,San Diego,CA,92130",92130,"Sycamore Ridge, Del Mar Union Elementary",Del Mar Union Elementary,627.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
186,Elementary,32.9281,-117.2147,"11444 Canter Heights Drive,San Diego,CA,92130",92130,"Ocean Air, Del Mar Union Elementary",Del Mar Union Elementary,672.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
187,Elementary,32.94087,-117.22955,"12345 Carmel Park Drive,San Diego,CA,92130",92130,"Carmel Del Mar Elementary, Del Mar Union Elementary",Del Mar Union Elementary,548.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
188,Elementary,32.957549,-117.20781,"13030 Ashley Falls Drive,San Diego,CA,92130",92130,"Ashley Falls Elementary, Del Mar Union Elementary",Del Mar Union Elementary,557.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
189,Elementary,32.925277,-117.20411,"5290 Harvest Run Drive,San Diego,CA,92130",92130,"Sage Canyon, Del Mar Union Elementary",Del Mar Union Elementary,679.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
190,Elementary,32.913451,-117.2232,"10830 Calle Mar de Mariposa,San Diego,CA,92130",92130,"Torrey Hills, Del Mar Union Elementary",Del Mar Union Elementary,589.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
191,High School,32.96024,-117.18835,"5951 Village Center Loop Road,San Diego,CA,92130",92130,"Canyon Crest Academy, San Dieguito Union High",San Dieguito Union High,2578.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
192,Intermediate/Middle/Junior High,32.958864,-117.18624,"5975 Village Center Loop Road,San Diego,CA,92130",92130,"Pacific Trails Middle, San Dieguito Union High",San Dieguito Union High,749.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
193,High School,32.956384,-117.22497,"3710 Del Mar Heights Road,San Diego,CA,92130",92130,"Torrey Pines High, San Dieguito Union High",San Dieguito Union High,2509.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
194,Intermediate/Middle/Junior High,32.946669,-117.22895,"3800 Mykonos Lane,San Diego,CA,92130",92130,"Carmel Valley Middle, San Dieguito Union High",San Dieguito Union High,1169.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
195,Elementary,32.952072,-117.23132,"3901 Townsgate Drive,San Diego,CA,92130",92130,"Solana Pacific Elementary, Solana Beach Elementary",Solana Beach Elementary,573.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
196,Elementary,32.964436,-117.19227,"13605 Pacific Highlands Ranch Parkway,San Diego,CA,92130",92130,"Solana Ranch Elementary, Solana Beach Elementary",Solana Beach Elementary,605.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
197,Elementary,32.954318,-117.24018,"3520 Long Run Drive,San Diego,CA,92130",92130,"Solana Highlands Elementary, Solana Beach Elementary",Solana Beach Elementary,323.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
198,Elementary,32.950872,-117.22565,"4210 Carmel Center Road,San Diego,CA,92130",92130,"Carmel Creek Elementary, Solana Beach Elementary",Solana Beach Elementary,392.0,167370.0,207676.0,96.8,1736.0,3.2,2921.0,40833.0,11245.0,2006.0,4174.0,12946.0,24.41,0.0012734797835084368,2
199,Elementary,32.945637,-117.24973,"13555 Boquita Drive,Del Mar,CA,92014",92014,"Del Mar Heights Elementary, Del Mar Union Elementary",Del Mar Union Elementary,507.0,165481.0,243736.0,94.0,838.0,6.0,996.0,11755.0,1938.0,718.0,1753.0,3633.0,15.52,0.0007656316461080392,0
200,Elementary,32.954058,-117.24724,"14085 Mango Drive,Del Mar,CA,92014",92014,"Del Mar Hills Elementary, Del Mar Union Elementary",Del Mar Union Elementary,305.0,165481.0,243736.0,94.0,838.0,6.0,996.0,11755.0,1938.0,718.0,1753.0,3633.0,15.52,0.0007656316461080392,0
201,Elementary,33.058062,-117.29703,"185 Union Street,Encinitas,CA,92024",92024,"Paul Ecke-Central Elementary, Encinitas Union Elementary",Encinitas Union Elementary,692.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
202,Elementary,33.039889,-117.2725,"910 Melba Road,Encinitas,CA,92024",92024,"Ocean Knoll Elementary, Encinitas Union Elementary",Encinitas Union Elementary,692.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
203,Elementary,33.076064,-117.28846,"941 Capri Road,Encinitas,CA,92024",92024,"Capri Elementary, Encinitas Union Elementary",Encinitas Union Elementary,739.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
204,Elementary,33.046392,-117.24311,"2050 Park Dale Lane,Encinitas,CA,92024",92024,"Park Dale Lane Elementary, Encinitas Union Elementary",Encinitas Union Elementary,492.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
205,Elementary,33.055334,-117.25288,"1690 Wandering Road,Encinitas,CA,92024",92024,"Flora Vista Elementary, Encinitas Union Elementary",Encinitas Union Elementary,473.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
206,High School,33.043504,-117.27747,"684 Requeza Street,Encinitas,CA,92024",92024,"Sunset High (Continuation), San Dieguito Union High",San Dieguito Union High,204.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
207,High School,33.036329,-117.27501,"800 Santa Fe Drive,Encinitas,CA,92024",92024,"San Dieguito HS Academy, San Dieguito Union High",San Dieguito Union High,1862.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
208,Intermediate/Middle/Junior High,33.042141,-117.26833,"675 Balour Drive,Encinitas,CA,92024",92024,"Oak Crest Middle, San Dieguito Union High",San Dieguito Union High,764.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
209,Intermediate/Middle/Junior High,33.056629,-117.24202,"2150 Village Park Way,Encinitas,CA,92024",92024,"Diegueno Middle, San Dieguito Union High",San Dieguito Union High,962.0,130380.0,168437.0,92.5,3802.0,7.5,3906.0,41787.0,6967.0,3697.0,5980.0,10138.0,30.13,0.0016512312441668462,2
210,Elementary,33.080785,-117.24484,"3035 Levante Street,Carlsbad,CA,92009",92009,"La Costa Heights Elementary, Encinitas Union Elementary",Encinitas Union Elementary,695.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
211,Elementary,33.072276,-117.23533,"3330 Calle Barcelona,Carlsbad,CA,92009",92009,"Mission Estancia Elementary, Encinitas Union Elementary",Encinitas Union Elementary,513.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
212,Elementary,33.064891,-117.23227,"8000 Calle Acervo,Carlsbad,CA,92009",92009,"Olivenhain Pioneer Elementary, Encinitas Union Elementary",Encinitas Union Elementary,583.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
213,Elementary,33.077016,-117.25892,"7885 Paseo Aliso,Carlsbad,CA,92009",92009,"El Camino Creek Elementary, Encinitas Union Elementary",Encinitas Union Elementary,602.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
214,High School,33.075076,-117.23236,"1 Maverick Way,Encinitas,CA,92009",92009,"La Costa Canyon High, San Dieguito Union High",San Dieguito Union High,2030.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
215,Elementary,33.1186,-117.2562,"2445 Mica Road,Carlsbad,CA,92009",92009,"Poinsettia Elementary, Carlsbad Unified",Carlsbad Unified,477.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
216,Elementary,33.101346,-117.27667,"6900 Ambrosia Lane,Carlsbad,CA,92009",92009,"Aviara Oaks Elementary, Carlsbad Unified",Carlsbad Unified,701.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
217,Elementary,33.110252,-117.30595,"1100 Camino de las Ondas,Carlsbad,CA,92009",92009,"Pacific Rim Elementary, Carlsbad Unified",Carlsbad Unified,842.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
218,Elementary,33.104542,-117.23995,"6889 El Fuerte Street,Carlsbad,CA,92009",92009,"La Costa Meadows Elementary, San Marcos Unified",San Marcos Unified,888.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
219,Elementary,33.119466,-117.2419,"2875 Poinsettia Lane,Carlsbad,CA,92009",92009,"Carrillo Elementary, San Marcos Unified",San Marcos Unified,925.0,136862.0,171952.0,95.0,2198.0,5.0,3112.0,34569.0,7939.0,1968.0,4826.0,9691.0,17.55,0.0009546125141022303,2
220,Elementary,33.138769,-117.0776,"933 Farr Avenue,Escondido,CA,92026",92026,"Farr Avenue Elementary, Escondido Union",Escondido Union,661.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
221,Elementary,33.17259,-117.08928,"2869 North Broadway,Escondido,CA,92026",92026,"Reidy Creek Elementary, Escondido Union",Escondido Union,695.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
222,Intermediate/Middle/Junior High,33.13394,-117.07324,"939 East Mission Avenue,Escondido,CA,92026",92026,"Mission Middle, Escondido Union",Escondido Union,1059.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
223,Elementary,33.134291,-117.08714,"1029 North Broadway,Escondido,CA,92026",92026,"Lincoln Elementary, Escondido Union",Escondido Union,549.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
224,Elementary,33.161048,-117.09293,"2301 North Broadway,Escondido,CA,92026",92026,"North Broadway Elementary, Escondido Union",Escondido Union,633.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
225,Intermediate/Middle/Junior High,33.157721,-117.08255,"925 Lehner Avenue,Escondido,CA,92026",92026,"Rincon Middle, Escondido Union",Escondido Union,1210.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
226,Elementary,33.13701,-117.1059,"1155 Deodar Road,Escondido,CA,92026",92026,"Rock Springs Elementary, Escondido Union",Escondido Union,566.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
227,High School,33.144413,-117.09028,"1535 North Broadway,Escondido,CA,92026",92026,"Escondido High, Escondido Union High",Escondido Union High,2373.0,74809.0,91909.0,87.0,6291.0,13.0,1214.0,39162.0,6290.0,4514.0,6855.0,5009.0,38.85,0.003957918390276288,1
228,Elementary,33.084707,-117.09137,"1122 Mountain Heights Drive,Escondido,CA,92029",92029,"Bernardo Elementary, Escondido Union",Escondido Union,605.0,95582.0,120970.0,93.3,1236.0,6.7,758.0,15668.0,2265.0,1306.0,2761.0,2923.0,41.56,0.0020423793719683433,0
229,High School,33.096589,-117.10349,"1740 Scenic Trail Way,Escondido,CA,92029",92029,"Del Lago Academy - Campus of Applied Science, Escondido Union High",Escondido Union High,830.0,95582.0,120970.0,93.3,1236.0,6.7,758.0,15668.0,2265.0,1306.0,2761.0,2923.0,41.56,0.0020423793719683433,0
230,Intermediate/Middle/Junior High,33.143614,-117.03501,"420 North Falconer Road,Escondido,CA,92027",92027,"Quantum Academy, Escondido Union",Escondido Union,308.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
231,Elementary,33.146289,-117.07398,"1325 Conway Drive,Escondido,CA,92027",92027,"Conway Elementary, Escondido Union",Escondido Union,573.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
232,Elementary,33.12953,-117.05125,"1820 Oak Hill Drive,Escondido,CA,92027",92027,"Oak Hill Elementary, Escondido Union",Escondido Union,813.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
233,Elementary,33.143321,-117.0659,"906 North Rose Avenue,Escondido,CA,92027",92027,"Rose Elementary, Escondido Union",Escondido Union,563.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
234,Elementary,33.146627,-117.05374,"2201 East Mission Avenue,Escondido,CA,92027",92027,"Glen View Elementary, Escondido Union",Escondido Union,718.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
235,Elementary,33.145429,-117.03605,"2861 Valley Parkway,Escondido,CA,92027",92027,"Orange Glen Elementary, Escondido Union",Escondido Union,666.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
236,Intermediate/Middle/Junior High,33.133732,-117.03329,"2700 Reed Road,Escondido,CA,92027",92027,"Hidden Valley Middle, Escondido Union",Escondido Union,1008.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
237,Elementary,33.138286,-117.07223,"980 North Ash Street,Escondido,CA,92027",92027,"Pioneer Elementary, Escondido Union",Escondido Union,746.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
238,High School,33.142244,-117.02326,"410 North Hidden Trails Road,Escondido,CA,92027",92027,"Valley High (Continuation), Escondido Union High",Escondido Union High,416.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
239,High School,33.129474,-117.038,"2200 Glen Ridge Road,Escondido,CA,92027",92027,"Orange Glen High, Escondido Union High",Escondido Union High,1950.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
240,Elementary,33.111418,-117.01127,"15305 Rockwood Road,Escondido,CA,92027",92027,"San Pasqual Union Elementary, San Pasqual Union Elementary",San Pasqual Union Elementary,603.0,66063.0,84570.0,82.7,9924.0,17.3,1020.0,44775.0,8190.0,4182.0,7476.0,4536.0,44.86,0.004868788386376326,1
241,Intermediate/Middle/Junior High,33.380281,-117.25397,"400 West Elder Street,Fallbrook,CA,92028",92028,"Santa Margarita Academy, Fallbrook Union Elementary",Fallbrook Union Elementary,12.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
242,Elementary,33.380281,-117.25397,"400 West Elder Street,Fallbrook,CA,92028",92028,"Maie Ellis Elementary, Fallbrook Union Elementary",Fallbrook Union Elementary,567.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
243,Elementary,33.378156,-117.23539,"300 Heald Lane,Fallbrook,CA,92028",92028,"La Paloma Elementary, Fallbrook Union Elementary",Fallbrook Union Elementary,612.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
244,Intermediate/Middle/Junior High,33.369188,-117.22164,"1743 Reche Road,Fallbrook,CA,92028",92028,"James E. Potter Intermediate, Fallbrook Union Elementary",Fallbrook Union Elementary,924.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
245,Elementary,33.376687,-117.25531,"405 West Fallbrook Street,Fallbrook,CA,92028",92028,"Fallbrook STEM Academy, Fallbrook Union Elementary",Fallbrook Union Elementary,624.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
246,Elementary,33.378171,-117.23546,"300 Heald Lane,Fallbrook,CA,92028",92028,"Fallbrook Homeschool Academy, Fallbrook Union Elementary",Fallbrook Union Elementary,60.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
247,Elementary,33.369178,-117.2174,"1978 Reche Road,Fallbrook,CA,92028",92028,"Live Oak Elementary, Fallbrook Union Elementary",Fallbrook Union Elementary,693.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
248,Elementary,33.387442,-117.22413,"1835 Gum Tree Lane,Fallbrook,CA,92028",92028,"William H. Frazier Elementary, Fallbrook Union Elementary",Fallbrook Union Elementary,614.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
249,High School,33.351956,-117.23611,"2208 South Stage Coach Lane,Fallbrook,CA,92028",92028,"Oasis High (Alternative), Fallbrook Union High",Fallbrook Union High,108.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
250,High School,33.349505,-117.24137,"2400 South Stage Coach Lane,Fallbrook,CA,92028",92028,"Fallbrook High, Fallbrook Union High",Fallbrook Union High,2138.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
251,High School,33.347369,-117.23808,"1056 Winterhaven Road,Fallbrook,CA,92028",92028,"Ivy High (Continuation), Fallbrook Union High",Fallbrook Union High,153.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
252,Elementary,33.413921,-117.14871,"5211 Fifth Street,Rainbow,CA,92028",92028,"Vallecitos Elementary, Vallecitos Elementary",Vallecitos Elementary,224.0,74683.0,97283.0,88.9,5203.0,11.1,1920.0,39103.0,6018.0,4277.0,6935.0,5320.0,47.3,0.00358028795744572,1
253,Elementary,33.323361,-117.31057,"110 Marine Drive,Oceanside,CA,92058",92058,"Mary Fay Pendleton Elementary, Fallbrook Union Elementary",Fallbrook Union Elementary,962.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
254,Elementary,33.237973,-117.32914,"3800 Pala Road,Oceanside,CA,92058",92058,"Louise Foussat Elementary, Oceanside Unified",Oceanside Unified,674.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
255,Intermediate/Middle/Junior High,33.208382,-117.36389,"823 Acacia Street,Oceanside,CA,92058",92058,"Jefferson Middle, Oceanside Unified",Oceanside Unified,600.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
256,Elementary,33.207375,-117.37345,"1410 Laurel Street,Oceanside,CA,92058",92058,"Laurel Elementary, Oceanside Unified",Oceanside Unified,517.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
257,Elementary,33.205741,-117.36293,"2100 Mission Avenue,Oceanside,CA,92058",92058,"Mission Elementary, Oceanside Unified",Oceanside Unified,561.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
258,Elementary,33.21915,-117.38004,"141 Santa Rosa Drive,Oceanside,CA,92058",92058,"North Terrace Elementary, Oceanside Unified",Oceanside Unified,982.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
259,Elementary,33.230925,-117.37907,"1 Carnes Road,Oceanside,CA,92058",92058,"Santa Margarita Elementary, Oceanside Unified",Oceanside Unified,657.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
260,Elementary,33.254199,-117.40995,"100 Yamanaka Way,Oceanside,CA,92058",92058,"Stuart Mesa Elementary, Oceanside Unified",Oceanside Unified,721.0,44490.0,59816.0,93.1,2733.0,6.9,918.0,33366.0,6098.0,4760.0,7351.0,2044.0,55.03,0.002787268476892645,0
261,High School,32.849846,-117.01297,"8756 Mast Boulevard,Santee,CA,92071",92071,"West Hills High, Grossmont Union High",Grossmont Union High,1791.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
262,High School,32.857284,-116.97097,"9915 North Magnolia Avenue,Santee,CA,92071",92071,"Santana High, Grossmont Union High",Grossmont Union High,1684.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
263,Elementary,32.865962,-116.97111,"10300 Magnolia Avenue,Santee,CA,92071",92071,"Cajon Park Elementary, Santee",Santee,1048.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
264,Elementary,32.848026,-116.99684,"9353 Pike Road,Santee,CA,92071",92071,"Carlton Hills Elementary, Santee",Santee,704.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
265,Elementary,32.831437,-117.01939,"8120 Arlette Street,Santee,CA,92071",92071,"Chet F. Harritt Elementary, Santee",Santee,679.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
266,Elementary,32.833793,-116.996,"9303 Prospect Avenue,Santee,CA,92071",92071,"PRIDE Academy at Prospect Avenue, Santee",Santee,632.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
267,Elementary,32.862781,-117.00388,"10201 Settle Road,Santee,CA,92071",92071,"Sycamore Canyon Elementary, Santee",Santee,396.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
268,Elementary,32.844606,-117.01489,"9353 Wethersfield Road,Santee,CA,92071",92071,"Carlton Oaks Elementary, Santee",Santee,903.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
269,Elementary,32.851376,-116.98324,"9545 Cuyamaca Street,Santee,CA,92071",92071,"Rio Seco Elementary, Santee",Santee,1062.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
270,Elementary,32.852951,-116.96326,"9665 Jeremy Street,Santee,CA,92071",92071,"Hill Creek Elementary, Santee",Santee,818.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
271,Elementary,32.862499,-116.97421,"10250 El Nopal,Santee,CA,92071",92071,"Santee Alternative, Santee",Santee,34.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
272,Intermediate/Middle/Junior High,32.865952,-116.97111,"10280 North Magnolia Avenue,Santee,CA,92071",92071,"Santee Success Program, Santee",Santee,18.0,91573.0,99750.0,93.8,3442.0,6.2,1291.0,45765.0,8642.0,3479.0,8578.0,7347.0,35.69,0.002206926690702502,2
273,High School,32.868106,-116.91489,"10410 Ashwood Street,Lakeside,CA,92040",92040,"El Capitan High, Grossmont Union High",Grossmont Union High,1817.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
274,Elementary,32.892434,-116.94779,"11838 Valle Vista Road,Lakeside,CA,92040",92040,"Eucalyptus Hills Elementary, Lakeside Union Elementary",Lakeside Union Elementary,122.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
