,EILName,Latitude,Longitude,Address,Zipcode,"School, District",DistrictName,CumulativeEnrollment,Median family income (dollars),Mean family income (dollars),"Health insurance coverage, % of civilian pop",No health insurance for civilian pop,No health insurance coverage %,Worked at home,Population 16+,Children of the household 6-17,"Households with income $0-34,999","Households with income $35,000-99,999","Households with income $100,000+",Percent Increase,Absolute Increase Standardized,predictions
558,Elementary,33.215538,-117.25793,"700 North Avenue,Vista,CA,92084",92084,"Maryland Elementary, Vista Unified",Vista Unified,720.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
559,Intermediate/Middle/Junior High,33.20314,-117.23667,"151 Civic Center Drive,Vista,CA,92084",92084,"Vista Magnet Middle School of Technology, Science, and Math, Vista Unified",Vista Unified,850.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
560,Elementary-High Combination,33.222677,-117.21924,"1575 Bonair Drive,Vista,CA,92084",92084,"Vista Visions Academy, Vista Unified",Vista Unified,128.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
561,Elementary-High Combination,33.221287,-117.24111,"325 East Bobier Drive,Vista,CA,92084",92084,"Vista Adult Transition Center, Vista Unified",Vista Unified,129.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
562,High School,33.222471,-117.2196,"1575 Bonair Drive,Vista,CA,92084",92084,"Alta Vista High (Continuation), Vista Unified",Vista Unified,172.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
563,High School,33.223361,-117.2419,"1 Panther Drive,Vista,CA,92084",92084,"Vista High, Vista Unified",Vista Unified,2501.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
564,Elementary,33.198044,-117.22481,"550 Beaumont Drive,Vista,CA,92084",92084,"Beaumont Elementary, Vista Unified",Vista Unified,605.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
565,Elementary,33.190319,-117.21212,"1720 Monte Vista Road,Vista,CA,92084",92084,"Monte Vista Elementary, Vista Unified",Vista Unified,559.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
566,Intermediate/Middle/Junior High,33.204318,-117.20552,"2245 Foothill Drive,Vista,CA,92084",92084,"Rancho Minerva Middle, Vista Unified",Vista Unified,777.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
567,High School,33.25599,-117.26381,"1306 Melrose Drive,Oceanside,CA,92057",92057,"Mission Vista High, Vista Unified",Vista Unified,1713.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
568,Elementary,33.239596,-117.28112,"5130 Alamosa Park Drive,Oceanside,CA,92057",92057,"Alamosa Park Elementary, Vista Unified",Vista Unified,520.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
569,Intermediate/Middle/Junior High,33.235127,-117.28067,"850 Sagewood Drive,Oceanside,CA,92057",92057,"Roosevelt Middle, Vista Unified",Vista Unified,1068.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
570,Intermediate/Middle/Junior High,33.241726,-117.30066,"202 Oleander Drive,Oceanside,CA,92057",92057,"Cesar Chavez Middle, Oceanside Unified",Oceanside Unified,755.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
571,High School,33.219594,-117.31909,"400 Rancho del Oro Drive,Oceanside,CA,92057",92057,"El Camino High, Oceanside Unified",Oceanside Unified,3095.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
572,Elementary,33.251715,-117.30467,"423 West Redondo Drive,Oceanside,CA,92057",92057,"Libby Elementary, Oceanside Unified",Oceanside Unified,522.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
573,Elementary,33.255349,-117.29486,"5200 North River Road,Oceanside,CA,92057",92057,"Del Rio Elementary, Oceanside Unified",Oceanside Unified,377.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
574,Elementary,33.255862,-117.3144,"4575 Douglas Drive,Oceanside,CA,92057",92057,"Reynolds Elementary, Oceanside Unified",Oceanside Unified,661.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
575,Elementary,33.219404,-117.30103,"4275 Via Rancho Road,Oceanside,CA,92057",92057,"Ivey Ranch Elementary, Oceanside Unified",Oceanside Unified,747.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
576,Intermediate/Middle/Junior High,33.215828,-117.31067,"1290 Ivey Ranch Road,Oceanside,CA,92057",92057,"Martin Luther King Jr. Middle, Oceanside Unified",Oceanside Unified,1444.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
577,Elementary,33.23807,-117.31559,"4250 Old Grove Road,Oceanside,CA,92057",92057,"Nichols Elementary, Oceanside Unified",Oceanside Unified,658.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
578,Elementary,33.263619,-117.29384,"5050 El Mirlo Drive,Oceanside,CA,92057",92057,"Bonsall West Elementary, Bonsall Unified",Bonsall Unified,558.0,77745.0,96896.0,91.6,4707.0,8.4,1207.0,46033.0,8213.0,4426.0,8828.0,6027.0,44.59,0.0030412964612343317,1
579,High School,33.164594,-117.24715,"1601 Longhorn Drive,Vista,CA,92081",92081,"Rancho Buena Vista High, Vista Unified",Vista Unified,2231.0,78808.0,86814.0,91.6,2361.0,8.4,867.0,24204.0,3810.0,2494.0,4950.0,3066.0,28.57,0.001487357461576599,0
580,Elementary,33.155513,-117.21079,"653 Poinsettia Avenue,Vista,CA,92081",92081,"Joli Ann Leichtag Elementary, San Marcos Unified",San Marcos Unified,798.0,78808.0,86814.0,91.6,2361.0,8.4,867.0,24204.0,3810.0,2494.0,4950.0,3066.0,28.57,0.001487357461576599,0
581,Intermediate/Middle/Junior High,33.172385,-117.29083,"4104 Tamarack Avenue,Carlsbad,CA,92008",92008,"Calavera Hills Middle, Carlsbad Unified",Carlsbad Unified,622.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
582,High School,33.162338,-117.32762,"3557 Monroe Street,Carlsbad,CA,92008",92008,"Carlsbad Village Academy, Carlsbad Unified",Carlsbad Unified,129.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
583,High School,33.162399,-117.32698,"3557 Monroe Street,Carlsbad,CA,92008",92008,"Carlsbad High, Carlsbad Unified",Carlsbad Unified,2417.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
584,High School,33.162338,-117.32762,"3557 Monroe Street,Carlsbad,CA,92008",92008,"Carlsbad Seaside Academy, Carlsbad Unified",Carlsbad Unified,55.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
585,Elementary,33.168932,-117.34252,"1330 Buena Vista Way,Carlsbad,CA,92008",92008,"Buena Vista Elementary, Carlsbad Unified",Carlsbad Unified,377.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
586,Elementary,33.153787,-117.33958,"3743 Jefferson Street,Carlsbad,CA,92008",92008,"Jefferson Elementary, Carlsbad Unified",Carlsbad Unified,493.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
587,Elementary,33.160076,-117.3267,"1905 Magnolia Avenue,Carlsbad,CA,92008",92008,"Magnolia Elementary, Carlsbad Unified",Carlsbad Unified,518.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
588,Intermediate/Middle/Junior High,33.158874,-117.32931,"1645 Magnolia Avenue,Carlsbad,CA,92008",92008,"Valley Middle, Carlsbad Unified",Carlsbad Unified,1068.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
589,Elementary,33.14836,-117.31122,"4885 Kelly Drive,Carlsbad,CA,92008",92008,"Kelly Elementary, Carlsbad Unified",Carlsbad Unified,509.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
590,Elementary,33.17052,-117.30462,"3010 Tamarack Avenue,Carlsbad,CA,92008",92008,"Hope Elementary, Carlsbad Unified",Carlsbad Unified,665.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
591,Elementary,33.172385,-117.29083,"4100 Tamarack Avenue,Carlsbad,CA,92008",92008,"Calavera Hills Elementary, Carlsbad Unified",Carlsbad Unified,491.0,98286.0,129025.0,91.3,2337.0,8.7,1535.0,23121.0,3522.0,2069.0,4962.0,4343.0,33.59,0.0019030318757839195,0
592,High School,33.142565,-117.24945,"3900 Bobcat Boulevard,Carlsbad,CA,92010",92010,"Sage Creek High, Carlsbad Unified",Carlsbad Unified,1340.0,110795.0,131772.0,94.3,887.0,5.7,645.0,12269.0,2014.0,1059.0,1791.0,2933.0,15.28,0.0008965685874969435,0
593,Intermediate/Middle/Junior High,33.103077,-117.27894,"6880 Ambrosia Lane,Carlsbad,CA,92011",92011,"Aviara Oaks Middle, Carlsbad Unified",Carlsbad Unified,1078.0,125027.0,162975.0,96.2,944.0,3.8,1384.0,19422.0,4550.0,1437.0,2739.0,5256.0,23.4,0.0011327360724951087,0
594,High School,33.197067,-117.37414,"1 Pirates Cove,Oceanside,CA,92054",92054,"Oceanside High, Oceanside Unified",Oceanside Unified,2352.0,62370.0,86293.0,87.2,5333.0,12.8,1036.0,35011.0,5280.0,4655.0,7295.0,3879.0,41.39,0.0028848076318871213,1
595,Intermediate/Middle/Junior High,33.187731,-117.35255,"2000 California Street,Oceanside,CA,92054",92054,"Lincoln Middle, Oceanside Unified",Oceanside Unified,913.0,62370.0,86293.0,87.2,5333.0,12.8,1036.0,35011.0,5280.0,4655.0,7295.0,3879.0,41.39,0.0028848076318871213,1
596,Elementary,33.189628,-117.34938,"1999 California Street,Oceanside,CA,92054",92054,"Palmquist Elementary, Oceanside Unified",Oceanside Unified,651.0,62370.0,86293.0,87.2,5333.0,12.8,1036.0,35011.0,5280.0,4655.0,7295.0,3879.0,41.39,0.0028848076318871213,1
597,Elementary,33.219659,-117.3362,"3535 Hacienda Drive,Oceanside,CA,92054",92054,"San Luis Rey Elementary, Oceanside Unified",Oceanside Unified,310.0,62370.0,86293.0,87.2,5333.0,12.8,1036.0,35011.0,5280.0,4655.0,7295.0,3879.0,41.39,0.0028848076318871213,1
598,Elementary,33.177487,-117.35807,"1806 South Horne Street,Oceanside,CA,92054",92054,"South Oceanside Elementary, Oceanside Unified",Oceanside Unified,679.0,62370.0,86293.0,87.2,5333.0,12.8,1036.0,35011.0,5280.0,4655.0,7295.0,3879.0,41.39,0.0028848076318871213,1
599,Intermediate/Middle/Junior High,33.09882,-117.19736,"1600 Schoolhouse Way,San Marcos,CA,92078",92078,"San Elijo Middle, San Marcos Unified",San Marcos Unified,1864.0,96094.0,117044.0,92.1,3854.0,7.9,1553.0,37642.0,8472.0,4564.0,6127.0,6615.0,47.18,0.003108230168428883,2
600,Elementary,33.1,-117.1953,"1615 Schoolhouse Way,San Marcos,CA,92078",92078,"San Elijo Elementary, San Marcos Unified",San Marcos Unified,1078.0,96094.0,117044.0,92.1,3854.0,7.9,1553.0,37642.0,8472.0,4564.0,6127.0,6615.0,47.18,0.003108230168428883,2
601,Elementary,33.106382,-117.16582,"111 San Elijo Road,San Marcos,CA,92078",92078,"Double Peak, San Marcos Unified",San Marcos Unified,1337.0,96094.0,117044.0,92.1,3854.0,7.9,1553.0,37642.0,8472.0,4564.0,6127.0,6615.0,47.18,0.003108230168428883,2
602,High School,33.131215,-117.20543,"1615 San Marcos Boulevard,San Marcos,CA,92078",92078,"San Marcos High, San Marcos Unified",San Marcos Unified,3536.0,96094.0,117044.0,92.1,3854.0,7.9,1553.0,37642.0,8472.0,4564.0,6127.0,6615.0,47.18,0.003108230168428883,2
603,Elementary,33.143808,-117.20381,"3697 La Mirada Drive,San Marcos,CA,92078",92078,"La Mirada Academy, San Marcos Unified",San Marcos Unified,972.0,96094.0,117044.0,92.1,3854.0,7.9,1553.0,37642.0,8472.0,4564.0,6127.0,6615.0,47.18,0.003108230168428883,2
604,Elementary,33.129296,-117.1905,"730 Applewilde Drive,San Marcos,CA,92078",92078,"Discovery Elementary, San Marcos Unified",San Marcos Unified,601.0,96094.0,117044.0,92.1,3854.0,7.9,1553.0,37642.0,8472.0,4564.0,6127.0,6615.0,47.18,0.003108230168428883,2
605,High School,33.292294,-116.68489,"30951 Highway 79,Warner Springs,CA,92086",92086,"Warner Junior/Senior High, Warner Unified",Warner Unified,97.0,49250.0,70186.0,83.8,259.0,16.2,105.0,1571.0,54.0,404.0,245.0,102.0,260.0,0.008274984086569064,0
606,Elementary,33.346655,-116.73027,"30951 Highway 79,Warner Springs,CA,92086",92086,"Warner Elementary, Warner Unified",Warner Unified,130.0,49250.0,70186.0,83.8,259.0,16.2,105.0,1571.0,54.0,404.0,245.0,102.0,260.0,0.008274984086569064,0
607,Elementary,33.256624,-117.06917,"30109 Lilac Road,Valley Center,CA,92082",92082,"Lilac, Valley Center-Pauma Unified",Valley Center-Pauma Unified,517.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
608,High School,33.279829,-117.02379,"31322 Cole Grade Road,Valley Center,CA,92082",92082,"Valley Center High, Valley Center-Pauma Unified",Valley Center-Pauma Unified,1206.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
609,High School,33.282007,-117.02401,"14172 West Oak Glen Road,Valley Center,CA,92082",92082,"Oak Glen High, Valley Center-Pauma Unified",Valley Center-Pauma Unified,119.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
610,Elementary-High Combination,33.236018,-117.02144,"28751-U Cole Grade Road,Valley Center,CA,92082",92082,"Valley Center Prep, Valley Center-Pauma Unified",Valley Center-Pauma Unified,128.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
611,Intermediate/Middle/Junior High,33.224381,-116.97567,"28102 North Lake Wohlford Road,Valley Center,CA,92082",92082,"Valley Center Middle, Valley Center-Pauma Unified",Valley Center-Pauma Unified,1021.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
612,Elementary,33.239526,-117.02157,"14249 Fruitvale Road,Valley Center,CA,92082",92082,"Valley Center Primary, Valley Center-Pauma Unified",Valley Center-Pauma Unified,562.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
613,Elementary,33.234769,-117.02397,"28751 Cole Grade Road,Valley Center,CA,92082",92082,"Valley Center Elementary, Valley Center-Pauma Unified",Valley Center-Pauma Unified,529.0,88391.0,103595.0,87.1,2484.0,12.9,764.0,15346.0,3017.0,1563.0,2031.0,2532.0,33.33,0.0021503974977192756,0
614,Elementary,33.315897,-116.99873,"33158 Cole Grade Road,Pauma Valley,CA,92061",92061,"Pauma Elementary, Valley Center-Pauma Unified",Valley Center-Pauma Unified,249.0,41621.0,96089.0,80.2,447.0,19.8,186.0,1396.0,456.0,140.0,342.0,146.0,15.38,0.0014326647564469914,0
615,High School,33.296238,-117.17648,"7350 West Lilac Road,Bonsall,CA,92003",92003,"Bonsall High, Bonsall Unified",Bonsall Unified,370.0,76827.0,112047.0,94.3,293.0,5.7,336.0,4243.0,601.0,343.0,850.0,612.0,24.24,0.0018854584020740043,0
616,Elementary,33.287143,-117.22078,"31555 Old River Road,Bonsall,CA,92003",92003,"Bonsall Elementary, Bonsall Unified",Bonsall Unified,960.0,76827.0,112047.0,94.3,293.0,5.7,336.0,4243.0,601.0,343.0,850.0,612.0,24.24,0.0018854584020740043,0
617,Intermediate/Middle/Junior High,33.296116,-117.17507,"7350 West Lilac Road,Bonsall,CA,92003",92003,"Norman L. Sullivan Middle, Bonsall Unified",Bonsall Unified,654.0,76827.0,112047.0,94.3,293.0,5.7,336.0,4243.0,601.0,343.0,850.0,612.0,24.24,0.0018854584020740043,0
